original_file,bitrate,frame_size,complexity,use_fec,packet_loss_perc,pesq_mos_score
1089-134686-0020.flac,12,20,9,False,0,4.178894996643066
1089-134686-0020.flac,12,20,9,False,7,2.594130039215088
1089-134686-0020.flac,12,40,5,False,1,3.530643939971924
1089-134686-0020.flac,12,40,5,False,3,3.4896202087402344
1089-134686-0020.flac,12,40,5,False,2,3.5173585414886475
1089-134686-0020.flac,12,40,5,False,5,3.4433255195617676
1089-134686-0020.flac,12,40,5,False,10,2.363063335418701
1089-134686-0020.flac,12,40,5,True,0,4.072275161743164
1089-134686-0020.flac,12,20,9,True,5,3.1296801567077637
1089-134686-0020.flac,12,40,9,True,1,3.7262094020843506
1089-134686-0020.flac,12,40,9,True,2,3.692957878112793
1089-134686-0020.flac,12,40,5,True,5,3.500282049179077
1089-134686-0020.flac,12,40,9,True,0,4.183472156524658
1089-134686-0020.flac,12,40,9,True,5,3.607060432434082
1089-134686-0020.flac,12,40,9,False,0,4.198092460632324
1089-134686-0020.flac,12,40,5,True,2,3.5815062522888184
1089-134686-0020.flac,12,40,9,True,7,2.9454915523529053
1089-134686-0020.flac,12,40,5,False,0,4.023465633392334
1089-134686-0020.flac,12,40,9,True,10,2.4755232334136963
1089-134686-0020.flac,12,40,9,False,2,3.6630330085754395
1089-134686-0020.flac,12,60,5,True,1,3.8938825130462646
1089-134686-0020.flac,12,40,9,True,3,3.663018226623535
1089-134686-0020.flac,12,60,5,True,0,4.012437343597412
1089-134686-0020.flac,12,40,9,False,10,2.4271926879882812
1089-134686-0020.flac,12,40,5,False,7,2.79008150100708
1089-134686-0020.flac,12,40,9,False,7,2.8923676013946533
1089-134686-0020.flac,12,60,5,False,0,4.009399890899658
1089-134686-0020.flac,12,60,5,False,1,3.875183343887329
1089-134686-0020.flac,12,60,5,True,10,2.103868246078491
1089-134686-0020.flac,12,60,5,True,3,3.515214443206787
1089-134686-0020.flac,12,60,5,True,7,2.927419662475586
1089-134686-0020.flac,12,40,9,False,3,3.634641170501709
1089-134686-0020.flac,12,60,5,True,5,3.2772693634033203
1089-134686-0020.flac,12,60,5,False,3,3.4842288494110107
1089-134686-0020.flac,12,60,5,False,5,3.233969211578369
1089-134686-0020.flac,12,60,5,True,2,3.6979880332946777
1089-134686-0020.flac,12,40,9,False,5,3.5825629234313965
1089-134686-0020.flac,12,60,9,True,2,3.843353033065796
1089-134686-0020.flac,12,60,9,True,3,3.6607565879821777
1089-134686-0020.flac,12,60,9,True,7,3.0543086528778076
1089-134686-0020.flac,12,60,9,False,0,4.175384998321533
1089-134686-0020.flac,12,60,9,False,1,4.068613052368164
1089-134686-0020.flac,12,60,9,False,2,3.8222427368164062
1089-134686-0020.flac,12,60,9,True,5,3.4556403160095215
1089-134686-0020.flac,12,60,5,False,10,2.0538694858551025
1089-134686-0020.flac,12,60,9,False,5,3.382758140563965
1089-134686-0020.flac,12,60,9,False,7,2.9671218395233154
1089-134686-0020.flac,16,20,5,True,0,4.294863700866699
1089-134686-0020.flac,16,20,5,True,1,3.706434726715088
1089-134686-0020.flac,12,60,5,False,7,2.87772274017334
1089-134686-0020.flac,12,40,9,False,1,3.699507474899292
1089-134686-0020.flac,16,20,5,True,3,3.454622268676758
1089-134686-0020.flac,16,20,5,True,2,3.409186363220215
1089-134686-0020.flac,16,20,5,True,5,3.220899820327759
1089-134686-0020.flac,16,20,5,True,7,2.878737449645996
1089-134686-0020.flac,16,20,5,True,10,2.259823799133301
1089-134686-0020.flac,16,20,5,False,0,4.300577163696289
1089-134686-0020.flac,12,60,5,False,2,3.6611008644104004
1089-134686-0020.flac,16,20,5,False,3,3.356180191040039
1089-134686-0020.flac,16,20,5,False,5,3.1740050315856934
1089-134686-0020.flac,16,20,5,False,7,2.668764114379883
1089-134686-0020.flac,16,20,5,False,10,2.0933737754821777
1089-134686-0020.flac,12,60,9,False,3,3.6499741077423096
1089-134686-0020.flac,12,60,9,True,0,4.166172981262207
1089-134686-0020.flac,16,20,9,True,0,4.350766181945801
1089-134686-0020.flac,16,20,9,True,1,3.7679176330566406
1089-134686-0020.flac,16,20,5,False,1,3.6326260566711426
1089-134686-0020.flac,16,20,9,True,3,3.5097272396087646
1089-134686-0020.flac,16,20,5,False,2,3.318777561187744
1089-134686-0020.flac,16,20,9,True,5,3.258244514465332
1089-134686-0020.flac,16,20,9,False,0,4.384988784790039
1089-134686-0020.flac,16,20,9,False,1,3.654330253601074
1089-134686-0020.flac,12,60,9,True,10,2.1623120307922363
1089-134686-0020.flac,12,60,9,True,1,4.0492143630981445
1089-134686-0020.flac,16,20,9,False,5,3.1147654056549072
1089-134686-0020.flac,16,20,9,True,2,3.503270387649536
1089-134686-0020.flac,16,20,9,False,2,3.3472659587860107
1089-134686-0020.flac,16,40,5,True,1,3.771998882293701
1089-134686-0020.flac,16,40,5,True,5,3.666595697402954
1089-134686-0020.flac,16,40,5,True,3,3.72538423538208
1089-134686-0020.flac,16,20,9,True,10,2.277252197265625
1089-134686-0020.flac,12,60,9,False,10,2.089615821838379
1089-134686-0020.flac,16,40,5,True,0,4.277016639709473
1089-134686-0020.flac,16,40,5,False,1,3.770231008529663
1089-134686-0020.flac,16,20,9,False,10,2.1072332859039307
1089-134686-0020.flac,16,40,5,False,0,4.316195011138916
1089-134686-0020.flac,16,40,5,False,2,3.7446517944335938
1089-134686-0020.flac,16,40,5,True,10,2.5277414321899414
1089-134686-0020.flac,16,20,9,False,3,3.383080005645752
1089-134686-0020.flac,16,40,5,False,7,2.962230682373047
1089-134686-0020.flac,16,20,9,False,7,2.7648510932922363
1089-134686-0020.flac,16,40,9,True,1,3.877094268798828
1089-134686-0020.flac,16,40,9,True,2,3.8400166034698486
1089-134686-0020.flac,16,40,5,True,2,3.759182929992676
1089-134686-0020.flac,16,40,9,True,7,3.046921730041504
1089-134686-0020.flac,16,40,9,True,10,2.5474891662597656
1089-134686-0020.flac,16,20,9,True,7,2.937605857849121
1089-134686-0020.flac,16,40,9,False,0,4.407454013824463
1089-134686-0020.flac,16,40,9,True,0,4.379206657409668
1089-134686-0020.flac,16,40,5,True,7,2.9881396293640137
1089-134686-0020.flac,16,40,9,False,1,3.8486905097961426
1089-134686-0020.flac,16,40,9,False,2,3.8270254135131836
1089-134686-0020.flac,16,40,9,False,3,3.7810802459716797
1089-134686-0020.flac,16,60,5,True,0,4.323614120483398
1089-134686-0020.flac,16,40,9,False,5,3.7381763458251953
1089-134686-0020.flac,16,40,9,False,7,3.0012998580932617
1089-134686-0020.flac,16,40,5,False,10,2.470210075378418
1089-134686-0020.flac,16,40,9,False,10,2.5156161785125732
1089-134686-0020.flac,16,60,5,True,2,3.9938199520111084
1089-134686-0020.flac,16,40,5,False,5,3.6436352729797363
1089-134686-0020.flac,16,40,9,True,5,3.761751174926758
1089-134686-0020.flac,16,40,5,False,3,3.702878475189209
1089-134686-0020.flac,16,60,5,True,7,3.171499490737915
1089-134686-0020.flac,16,60,5,True,1,4.203878879547119
1089-134686-0020.flac,16,60,5,False,0,4.304549217224121
1089-134686-0020.flac,16,40,9,True,3,3.815263509750366
1089-134686-0020.flac,16,60,5,False,1,4.175112724304199
1089-134686-0020.flac,16,60,5,False,7,3.0539660453796387
1089-134686-0020.flac,16,60,5,False,3,3.7503390312194824
1089-134686-0020.flac,16,60,5,False,10,2.1557390689849854
1089-134686-0020.flac,16,60,5,False,2,3.9438881874084473
1089-134686-0020.flac,16,60,5,False,5,3.4745383262634277
1089-134686-0020.flac,16,60,9,True,5,3.603964328765869
1089-134686-0020.flac,16,60,5,True,10,2.2463700771331787
1089-134686-0020.flac,16,60,9,True,7,3.2036941051483154
1089-134686-0020.flac,16,60,9,False,0,4.383998394012451
1089-134686-0020.flac,16,60,9,False,1,4.260538101196289
1089-134686-0020.flac,16,60,9,False,2,4.010985851287842
1089-134686-0020.flac,16,60,5,True,5,3.537290096282959
1089-134686-0020.flac,16,60,5,True,3,3.7977378368377686
1089-134686-0020.flac,16,60,9,False,3,3.8123245239257812
1089-134686-0020.flac,16,60,9,False,7,3.113452196121216
1089-134686-0020.flac,16,60,9,False,5,3.552532434463501
1089-134686-0020.flac,16,60,9,True,0,4.361678600311279
1089-134686-0020.flac,16,60,9,True,2,4.033237934112549
1089-134686-0020.flac,24,20,5,True,1,3.6353797912597656
1089-134686-0020.flac,16,60,9,True,1,4.2508955001831055
1089-134686-0020.flac,24,20,5,True,3,3.4001736640930176
1089-134686-0020.flac,24,20,5,True,5,3.2613062858581543
1089-134686-0020.flac,24,20,5,False,0,4.3401994705200195
1089-134686-0020.flac,24,20,5,True,10,2.255385637283325
1089-134686-0020.flac,24,20,5,False,2,3.5077526569366455
1089-134686-0020.flac,24,20,5,False,1,3.7233364582061768
1089-134686-0020.flac,24,20,5,False,3,3.4609456062316895
1089-134686-0020.flac,24,20,5,False,10,2.240793228149414
1089-134686-0020.flac,16,60,9,True,3,3.84303879737854
1089-134686-0020.flac,24,20,5,False,7,2.9492690563201904
1089-134686-0020.flac,24,20,9,True,0,4.518421649932861
1089-134686-0020.flac,24,20,9,True,1,3.8862974643707275
1089-134686-0020.flac,24,20,9,True,3,3.606607437133789
1089-134686-0020.flac,24,20,9,True,2,3.5517702102661133
1089-134686-0020.flac,24,20,9,True,5,3.303215265274048
1089-134686-0020.flac,24,20,5,True,0,4.21011209487915
1089-134686-0020.flac,24,20,5,True,2,3.456059455871582
1089-134686-0020.flac,24,20,9,True,10,2.301525354385376
1089-134686-0020.flac,24,20,5,True,7,2.8558759689331055
1089-134686-0020.flac,16,60,9,True,10,2.228332757949829
1089-134686-0020.flac,24,20,9,False,0,4.525047302246094
1089-134686-0020.flac,24,20,9,False,2,3.4483587741851807
1089-134686-0020.flac,24,40,5,True,0,4.210091590881348
1089-134686-0020.flac,24,20,5,False,5,3.2978808879852295
1089-134686-0020.flac,24,20,9,False,3,3.4893429279327393
1089-134686-0020.flac,24,20,9,False,5,3.1926186084747314
1089-134686-0020.flac,24,40,5,True,1,3.770836353302002
1089-134686-0020.flac,24,20,9,False,7,2.7780158519744873
1089-134686-0020.flac,24,40,5,True,5,3.445589542388916
1089-134686-0020.flac,16,60,9,False,10,2.1735105514526367
1089-134686-0020.flac,24,40,5,True,7,2.9049737453460693
1089-134686-0020.flac,24,20,9,True,7,2.973696231842041
1089-134686-0020.flac,24,40,5,True,10,2.4508793354034424
1089-134686-0020.flac,24,40,5,False,3,3.6433238983154297
1089-134686-0020.flac,24,40,5,False,5,3.555950880050659
1089-134686-0020.flac,24,40,5,False,7,2.980438232421875
1089-134686-0020.flac,24,40,5,False,10,2.5162689685821533
1089-134686-0020.flac,24,40,5,True,2,3.5599658489227295
1089-134686-0020.flac,24,20,9,False,10,2.160013198852539
1089-134686-0020.flac,24,40,9,True,0,4.5233354568481445
1089-134686-0020.flac,24,40,9,True,3,3.8893630504608154
1089-134686-0020.flac,24,40,5,False,1,3.7984566688537598
1089-134686-0020.flac,24,40,5,True,3,3.523813009262085
1089-134686-0020.flac,24,40,9,True,5,3.81024432182312
1089-134686-0020.flac,24,40,9,True,1,3.971497058868408
1089-134686-0020.flac,24,40,9,False,0,4.523848056793213
1089-134686-0020.flac,24,20,9,False,1,3.777505397796631
1089-134686-0020.flac,24,40,9,False,1,3.9319984912872314
1089-134686-0020.flac,24,40,9,True,10,2.588916778564453
1089-134686-0020.flac,24,40,9,False,5,3.8002681732177734
1089-134686-0020.flac,24,60,5,True,2,3.928395986557007
1089-134686-0020.flac,24,40,5,False,0,4.340193271636963
1089-134686-0020.flac,24,60,5,True,1,4.123406887054443
1089-134686-0020.flac,24,40,5,False,2,3.6801748275756836
1089-134686-0020.flac,24,40,9,False,7,3.0696370601654053
1089-134686-0020.flac,24,60,5,True,0,4.209949970245361
1089-134686-0020.flac,24,60,5,True,3,3.7488934993743896
1089-134686-0020.flac,24,40,9,True,7,3.1006712913513184
1089-134686-0020.flac,24,40,9,True,2,3.930187940597534
1089-134686-0020.flac,24,60,5,True,10,2.2088582515716553
1089-134686-0020.flac,24,60,5,True,7,3.1508703231811523
1089-134686-0020.flac,24,60,5,False,1,4.241571426391602
1089-134686-0020.flac,24,60,5,False,3,3.8802073001861572
1089-134686-0020.flac,24,60,5,False,0,4.340181827545166
1089-134686-0020.flac,24,60,5,False,7,3.1712729930877686
1089-134686-0020.flac,24,60,5,False,10,2.2931456565856934
1089-134686-0020.flac,24,60,5,False,2,4.000514507293701
1089-134686-0020.flac,24,60,9,True,0,4.520553112030029
1089-134686-0020.flac,24,60,5,True,5,3.457828998565674
1089-134686-0020.flac,24,40,9,False,2,3.9042153358459473
1089-134686-0020.flac,24,60,9,True,3,3.949282646179199
1089-134686-0020.flac,24,60,9,True,5,3.6923441886901855
1089-134686-0020.flac,24,60,9,False,0,4.506704330444336
1089-134686-0020.flac,24,60,9,True,10,2.271389961242676
1089-134686-0020.flac,24,40,9,False,10,2.554180860519409
1089-134686-0020.flac,24,60,9,False,1,4.366212844848633
1089-134686-0020.flac,24,60,9,True,2,4.141051292419434
1089-134686-0020.flac,32,20,5,True,0,4.399301052093506
1089-134686-0020.flac,24,60,5,False,5,3.5516560077667236
1089-134686-0020.flac,32,20,5,True,3,3.531374216079712
1089-134686-0020.flac,32,20,5,True,5,3.398298740386963
1089-134686-0020.flac,24,60,9,False,7,3.1919105052948
1089-134686-0020.flac,24,60,9,True,1,4.376496315002441
1089-134686-0020.flac,32,20,5,True,7,3.021531820297241
1089-134686-0020.flac,24,40,9,False,3,3.860574245452881
1089-134686-0020.flac,32,20,5,True,10,2.3590986728668213
1089-134686-0020.flac,32,20,5,True,1,3.8263707160949707
1089-134686-0020.flac,32,20,5,False,0,4.493900775909424
1089-134686-0020.flac,32,20,5,False,1,3.7981858253479004
1089-134686-0020.flac,24,60,9,False,2,4.093406677246094
1089-134686-0020.flac,32,20,5,True,2,3.592388153076172
1089-134686-0020.flac,32,20,5,False,7,3.0073697566986084
1089-134686-0020.flac,24,60,9,False,3,3.8976311683654785
1089-134686-0020.flac,24,60,9,False,10,2.221125364303589
1089-134686-0020.flac,24,60,9,False,5,3.643739700317383
1089-134686-0020.flac,32,20,5,False,3,3.549856424331665
1089-134686-0020.flac,32,20,5,False,2,3.5697124004364014
1089-134686-0020.flac,32,20,5,False,10,2.2658491134643555
1089-134686-0020.flac,32,20,9,True,0,4.573082447052002
1089-134686-0020.flac,32,20,9,True,2,3.5707736015319824
1089-134686-0020.flac,32,20,9,True,3,3.633751630783081
1089-134686-0020.flac,32,20,9,True,5,3.3213069438934326
1089-134686-0020.flac,32,20,9,True,7,2.997626543045044
1089-134686-0020.flac,24,60,9,True,7,3.248857259750366
1089-134686-0020.flac,32,20,9,False,0,4.585827827453613
1089-134686-0020.flac,32,20,5,False,5,3.353256940841675
1089-134686-0020.flac,32,20,9,True,10,2.3187830448150635
1089-134686-0020.flac,32,20,9,False,5,3.175259828567505
1089-134686-0020.flac,32,40,5,True,0,4.399282455444336
1089-134686-0020.flac,32,40,5,True,3,3.734987258911133
1089-134686-0020.flac,32,40,5,True,1,3.9555792808532715
1089-134686-0020.flac,32,20,9,False,3,3.5320639610290527
1089-134686-0020.flac,32,40,5,True,10,2.637619972229004
1089-134686-0020.flac,32,40,5,False,0,4.493900299072266
1089-134686-0020.flac,32,40,5,False,3,3.8044214248657227
1089-134686-0020.flac,32,40,5,False,2,3.8483941555023193
1089-134686-0020.flac,32,40,5,True,5,3.650131940841675
1089-134686-0020.flac,32,40,5,False,1,3.9777824878692627
1089-134686-0020.flac,32,40,5,False,7,3.157075881958008
1089-134686-0020.flac,32,40,5,False,10,2.6641526222229004
1089-134686-0020.flac,32,40,5,True,7,3.1518893241882324
1089-134686-0020.flac,32,40,9,True,0,4.579606056213379
1089-134686-0020.flac,32,20,9,False,10,2.176765203475952
1089-134686-0020.flac,32,40,9,True,1,3.9986159801483154
1089-134686-0020.flac,32,40,5,False,5,3.741030216217041
1089-134686-0020.flac,32,40,9,True,3,3.9107987880706787
1089-134686-0020.flac,32,20,9,False,2,3.449756145477295
1089-134686-0020.flac,32,40,9,True,2,3.9542479515075684
1089-134686-0020.flac,32,40,9,True,5,3.8429176807403564
1089-134686-0020.flac,32,20,9,True,1,3.8930580615997314
1089-134686-0020.flac,32,40,9,False,2,3.926831007003784
1089-134686-0020.flac,32,40,9,False,3,3.876898765563965
1089-134686-0020.flac,32,60,5,True,0,4.399295330047607
1089-134686-0020.flac,32,40,9,False,1,3.9568402767181396
1089-134686-0020.flac,32,40,9,False,7,3.084571361541748
1089-134686-0020.flac,32,40,5,True,2,3.7805373668670654
1089-134686-0020.flac,32,40,9,False,0,4.587050437927246
1089-134686-0020.flac,32,40,9,True,7,3.122291326522827
1089-134686-0020.flac,32,60,5,True,2,4.042694091796875
1089-134686-0020.flac,32,60,5,True,5,3.505270004272461
1089-134686-0020.flac,32,60,5,True,10,2.209083318710327
1089-134686-0020.flac,32,60,5,True,7,3.122525930404663
1089-134686-0020.flac,32,60,5,False,0,4.493900299072266
1089-134686-0020.flac,32,20,9,False,1,3.7685680389404297
1089-134686-0020.flac,32,60,5,False,1,4.376391410827637
1089-134686-0020.flac,32,60,5,False,3,3.9313385486602783
1089-134686-0020.flac,32,40,9,False,5,3.825495958328247
1089-134686-0020.flac,32,60,5,False,7,3.202620267868042
1089-134686-0020.flac,32,60,5,False,5,3.584282398223877
1089-134686-0020.flac,32,60,5,False,10,2.2944295406341553
1089-134686-0020.flac,32,60,5,True,3,3.8508927822113037
1089-134686-0020.flac,32,20,9,False,7,2.7426652908325195
1089-134686-0020.flac,32,60,9,True,2,4.1588335037231445
1089-134686-0020.flac,32,60,9,True,1,4.411318302154541
1089-134686-0020.flac,32,60,9,True,5,3.717373847961426
1089-134686-0020.flac,32,60,9,True,7,3.2141523361206055
1089-134686-0020.flac,32,60,9,False,0,4.577284812927246
1089-134686-0020.flac,32,60,9,True,10,2.291273832321167
1089-134686-0020.flac,32,60,9,False,1,4.413719654083252
1089-134686-0020.flac,32,60,9,False,2,4.142665863037109
1089-134686-0020.flac,32,40,9,False,10,2.5753798484802246
1089-134686-0020.flac,48,20,5,True,0,4.540948867797852
1089-134686-0020.flac,32,60,9,False,10,2.2274553775787354
1089-134686-0020.flac,48,20,5,True,1,3.8776392936706543
1089-134686-0020.flac,48,20,5,True,2,3.6494014263153076
1089-134686-0020.flac,48,20,5,True,3,3.5938897132873535
1089-134686-0020.flac,32,60,9,False,7,3.211185932159424
1089-134686-0020.flac,32,60,5,True,1,4.30014181137085
1089-134686-0020.flac,48,20,5,True,5,3.4467854499816895
1089-134686-0020.flac,32,40,9,True,10,2.6095309257507324
1089-134686-0020.flac,32,60,9,False,3,3.949509620666504
1089-134686-0020.flac,32,60,5,False,2,4.126551151275635
1089-134686-0020.flac,48,20,5,True,7,3.076761484146118
1089-134686-0020.flac,48,20,5,False,7,2.994978666305542
1089-134686-0020.flac,48,20,5,False,0,4.580351829528809
1089-134686-0020.flac,32,60,9,True,3,3.9708385467529297
1089-134686-0020.flac,48,20,5,False,1,3.834853172302246
1089-134686-0020.flac,48,20,5,False,10,2.24153470993042
1089-134686-0020.flac,48,20,5,False,2,3.575852394104004
1089-134686-0020.flac,48,20,9,True,1,3.896080493927002
1089-134686-0020.flac,48,20,5,False,5,3.3513543605804443
1089-134686-0020.flac,48,20,9,True,2,3.5887439250946045
1089-134686-0020.flac,48,20,5,False,3,3.538864850997925
1089-134686-0020.flac,32,60,9,True,0,4.577749729156494
1089-134686-0020.flac,48,20,9,True,0,4.6121954917907715
1089-134686-0020.flac,48,20,9,True,7,3.030146837234497
1089-134686-0020.flac,32,60,9,False,5,3.6809773445129395
1089-134686-0020.flac,48,20,5,True,10,2.397400140762329
1089-134686-0020.flac,48,20,9,False,0,4.6123046875
1089-134686-0020.flac,48,20,9,True,5,3.3151957988739014
1089-134686-0020.flac,48,20,9,False,5,3.17587947845459
1089-134686-0020.flac,48,20,9,False,7,2.7831170558929443
1089-134686-0020.flac,48,40,5,True,0,4.540948867797852
1089-134686-0020.flac,48,20,9,True,10,2.318281650543213
1089-134686-0020.flac,48,20,9,False,1,3.791898727416992
1089-134686-0020.flac,48,20,9,True,3,3.6721105575561523
1089-134686-0020.flac,48,40,5,True,2,3.899104595184326
1089-134686-0020.flac,48,40,5,True,5,3.7621185779571533
1089-134686-0020.flac,48,40,5,True,7,3.2359416484832764
1089-134686-0020.flac,48,40,5,True,10,2.6838457584381104
1089-134686-0020.flac,48,20,9,False,2,3.450183629989624
1089-134686-0020.flac,48,40,5,False,0,4.580352306365967
1089-134686-0020.flac,48,40,5,False,7,3.148967742919922
1089-134686-0020.flac,48,40,5,False,5,3.7051985263824463
1089-134686-0020.flac,48,40,5,False,2,3.8578603267669678
